Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,src\foundation\src\MigraDoc\tests\MigraDoc.Tests\MigraDoc.Tests.csproj,File,src\foundation\src\MigraDoc\tests\MigraDoc.Tests\MigraDoc.Tests.csproj,,,Microsoft.Extensions.Logging.Console 8.0.1,,,,,"Microsoft.Extensions.Logging.Console, 8.0.1  Recommendation:  Remove Microsoft.Extensions.Logging.Console, and replace with new package Microsoft.Extensions.Logging.Console 10.0.2"
NuGet.0005,NuGet package is deprecated,Active,Optional,1,src\foundation\src\MigraDoc\tests\MigraDoc.Tests\MigraDoc.Tests.csproj,File,src\foundation\src\MigraDoc\tests\MigraDoc.Tests\MigraDoc.Tests.csproj,,,Xunit.Core 2.9.3,,,,,"Xunit.Core, 2.9.3  Recommendation:  Guide for migrating from xUnit.net v2 to v3: https://xunit.net/docs/getting-started/v3/migration Remove Xunit.Core, and replace with new package Xunit.Core, 2.9.3"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,src\foundation\src\MigraDoc\tests\MigraDoc.Tests\MigraDoc.Tests.csproj,File,src\foundation\src\MigraDoc\tests\MigraDoc.Tests\MigraDoc.Tests.csproj,,,,,,,,Current target framework: net8.0;net9.0;net10.0;net462 Recommended target framework: net8.0;net9.0;net10.0;net462;net10.0
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,src\foundation\src\MigraDoc\tests\MigraDoc.Tests-gdi\MigraDoc.Tests-gdi.csproj,File,src\foundation\src\MigraDoc\tests\MigraDoc.Tests-gdi\MigraDoc.Tests-gdi.csproj,,,Microsoft.Extensions.Logging.Console 8.0.1,,,,,"Microsoft.Extensions.Logging.Console, 8.0.1  Recommendation:  Remove Microsoft.Extensions.Logging.Console, and replace with new package Microsoft.Extensions.Logging.Console 10.0.2"
NuGet.0005,NuGet package is deprecated,Active,Optional,1,src\foundation\src\MigraDoc\tests\MigraDoc.Tests-gdi\MigraDoc.Tests-gdi.csproj,File,src\foundation\src\MigraDoc\tests\MigraDoc.Tests-gdi\MigraDoc.Tests-gdi.csproj,,,Xunit.Core 2.9.3,,,,,"Xunit.Core, 2.9.3  Recommendation:  Guide for migrating from xUnit.net v2 to v3: https://xunit.net/docs/getting-started/v3/migration Remove Xunit.Core, and replace with new package Xunit.Core, 2.9.3"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,src\foundation\src\MigraDoc\tests\MigraDoc.Tests-gdi\MigraDoc.Tests-gdi.csproj,File,src\foundation\src\MigraDoc\tests\MigraDoc.Tests-gdi\MigraDoc.Tests-gdi.csproj,,,,,,,,Current target framework: net8.0-windows;net9.0-windows;net10.0-windows;net462 Recommended target framework: net8.0-windows;net9.0-windows;net10.0-windows;net462;net10.0--windows;net10.0
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,src\foundation\src\MigraDoc\tests\MigraDoc.Tests-wpf\MigraDoc.Tests-wpf.csproj,File,src\foundation\src\MigraDoc\tests\MigraDoc.Tests-wpf\MigraDoc.Tests-wpf.csproj,,,Microsoft.Extensions.Logging.Console 8.0.1,,,,,"Microsoft.Extensions.Logging.Console, 8.0.1  Recommendation:  Remove Microsoft.Extensions.Logging.Console, and replace with new package Microsoft.Extensions.Logging.Console 10.0.2"
NuGet.0005,NuGet package is deprecated,Active,Optional,1,src\foundation\src\MigraDoc\tests\MigraDoc.Tests-wpf\MigraDoc.Tests-wpf.csproj,File,src\foundation\src\MigraDoc\tests\MigraDoc.Tests-wpf\MigraDoc.Tests-wpf.csproj,,,Xunit.Core 2.9.3,,,,,"Xunit.Core, 2.9.3  Recommendation:  Guide for migrating from xUnit.net v2 to v3: https://xunit.net/docs/getting-started/v3/migration Remove Xunit.Core, and replace with new package Xunit.Core, 2.9.3"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,src\foundation\src\MigraDoc\tests\MigraDoc.Tests-wpf\MigraDoc.Tests-wpf.csproj,File,src\foundation\src\MigraDoc\tests\MigraDoc.Tests-wpf\MigraDoc.Tests-wpf.csproj,,,,,,,,Current target framework: net8.0-windows;net9.0-windows;net10.0-windows;net462 Recommended target framework: net8.0-windows;net9.0-windows;net10.0-windows;net462;net10.0-windows
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,src\tools\src\NRT-Tests\NRT-Tests.csproj,File,src\tools\src\NRT-Tests\NRT-Tests.csproj,,,,,,,,Current target framework: net8.0 Recommended target framework: net10.0
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,src\tools\src\PdfFileViewer\PdfFileViewer.csproj,File,src\tools\src\PdfFileViewer\PdfFileViewer.csproj,,,,,,,,Current target framework: net8.0 Recommended target framework: net10.0
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,src\foundation\src\PDFsharp\src\PdfSharp.BarCodes\PdfSharp.BarCodes.csproj,File,src\foundation\src\PDFsharp\src\PdfSharp.BarCodes\PdfSharp.BarCodes.csproj,,,Microsoft.Extensions.Logging.Abstractions 8.0.3,,,,,"Microsoft.Extensions.Logging.Abstractions, 8.0.3  Recommendation:  Remove Microsoft.Extensions.Logging.Abstractions, and replace with new package Microsoft.Extensions.Logging.Abstractions 10.0.2"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,src\foundation\src\PDFsharp\src\PdfSharp.BarCodes\PdfSharp.BarCodes.csproj,File,src\foundation\src\PDFsharp\src\PdfSharp.BarCodes\PdfSharp.BarCodes.csproj,,,,,,,,Current target framework: net8.0;net9.0;net10.0;netstandard2.0 Recommended target framework: net8.0;net9.0;net10.0;netstandard2.0;net10.0
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,src\foundation\src\PDFsharp\src\PdfSharp.BarCodes-gdi\PdfSharp.BarCodes-gdi.csproj,File,src\foundation\src\PDFsharp\src\PdfSharp.BarCodes-gdi\PdfSharp.BarCodes-gdi.csproj,,,Microsoft.Extensions.Logging.Abstractions 8.0.3,,,,,"Microsoft.Extensions.Logging.Abstractions, 8.0.3  Recommendation:  Remove Microsoft.Extensions.Logging.Abstractions, and replace with new package Microsoft.Extensions.Logging.Abstractions 10.0.2"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,src\foundation\src\PDFsharp\src\PdfSharp.BarCodes-gdi\PdfSharp.BarCodes-gdi.csproj,File,src\foundation\src\PDFsharp\src\PdfSharp.BarCodes-gdi\PdfSharp.BarCodes-gdi.csproj,,,,,,,,Current target framework: net8.0-windows;net9.0-windows;net10.0-windows;net462 Recommended target framework: net8.0-windows;net9.0-windows;net10.0-windows;net462;net10.0--windows;net10.0
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,src\foundation\src\PDFsharp\src\PdfSharp.BarCodes-wpf\PdfSharp.BarCodes-wpf.csproj,File,src\foundation\src\PDFsharp\src\PdfSharp.BarCodes-wpf\PdfSharp.BarCodes-wpf.csproj,,,Microsoft.Extensions.Logging.Abstractions 8.0.3,,,,,"Microsoft.Extensions.Logging.Abstractions, 8.0.3  Recommendation:  Remove Microsoft.Extensions.Logging.Abstractions, and replace with new package Microsoft.Extensions.Logging.Abstractions 10.0.2"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,src\foundation\src\PDFsharp\src\PdfSharp.BarCodes-wpf\PdfSharp.BarCodes-wpf.csproj,File,src\foundation\src\PDFsharp\src\PdfSharp.BarCodes-wpf\PdfSharp.BarCodes-wpf.csproj,,,,,,,,Current target framework: net8.0-windows;net9.0-windows;net10.0-windows;net462 Recommended target framework: net8.0-windows;net9.0-windows;net10.0-windows;net462;net10.0-windows
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,src\foundation\src\PDFsharp\src\PdfSharp.Charting\PdfSharp.Charting.csproj,File,src\foundation\src\PDFsharp\src\PdfSharp.Charting\PdfSharp.Charting.csproj,,,,,,,,Current target framework: net8.0;net9.0;net10.0;netstandard2.0 Recommended target framework: net8.0;net9.0;net10.0;netstandard2.0;net10.0
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,src\foundation\src\PDFsharp\src\PdfSharp.Charting-gdi\PdfSharp.Charting-gdi.csproj,File,src\foundation\src\PDFsharp\src\PdfSharp.Charting-gdi\PdfSharp.Charting-gdi.csproj,,,,,,,,Current target framework: net8.0-windows;net9.0-windows;net10.0-windows;net462 Recommended target framework: net8.0-windows;net9.0-windows;net10.0-windows;net462;net10.0--windows;net10.0
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,src\foundation\src\PDFsharp\src\PdfSharp.Charting-wpf\PdfSharp.Charting-wpf.csproj,File,src\foundation\src\PDFsharp\src\PdfSharp.Charting-wpf\PdfSharp.Charting-wpf.csproj,,,,,,,,Current target framework: net8.0-windows;net9.0-windows;net10.0-windows;net462 Recommended target framework: net8.0-windows;net9.0-windows;net10.0-windows;net462;net10.0-windows
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,src\foundation\src\PDFsharp\src\PdfSharp.Cryptography\PdfSharp.Cryptography.csproj,File,src\foundation\src\PDFsharp\src\PdfSharp.Cryptography\PdfSharp.Cryptography.csproj,,,Microsoft.Extensions.Logging.Abstractions 8.0.3,,,,,"Microsoft.Extensions.Logging.Abstractions, 8.0.3  Recommendation:  Remove Microsoft.Extensions.Logging.Abstractions, and replace with new package Microsoft.Extensions.Logging.Abstractions 10.0.2"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,src\foundation\src\PDFsharp\src\PdfSharp.Cryptography\PdfSharp.Cryptography.csproj,File,src\foundation\src\PDFsharp\src\PdfSharp.Cryptography\PdfSharp.Cryptography.csproj,,,System.Security.Cryptography.Pkcs 8.0.1,,,,,"System.Security.Cryptography.Pkcs, 8.0.1  Recommendation:  Remove System.Security.Cryptography.Pkcs, and replace with new package System.Security.Cryptography.Pkcs 10.0.2"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,src\foundation\src\PDFsharp\src\PdfSharp.Cryptography\PdfSharp.Cryptography.csproj,File,src\foundation\src\PDFsharp\src\PdfSharp.Cryptography\PdfSharp.Cryptography.csproj,,,,,,,,Current target framework: net8.0;net9.0;net10.0;netstandard2.0 Recommended target framework: net8.0;net9.0;net10.0;netstandard2.0;net10.0
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,src\foundation\src\PDFsharp\src\PdfSharp\PdfSharp.csproj,File,src\foundation\src\PDFsharp\src\PdfSharp\PdfSharp.csproj,,,,,,,,Current target framework: net8.0;net9.0;net10.0;netstandard2.0 Recommended target framework: net8.0;net9.0;net10.0;netstandard2.0;net10.0
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,src\foundation\src\PDFsharp\features\PdfSharp.Features\PdfSharp.Features.csproj,File,src\foundation\src\PDFsharp\features\PdfSharp.Features\PdfSharp.Features.csproj,,,Microsoft.Extensions.Logging.Console 8.0.1,,,,,"Microsoft.Extensions.Logging.Console, 8.0.1  Recommendation:  Remove Microsoft.Extensions.Logging.Console, and replace with new package Microsoft.Extensions.Logging.Console 10.0.2"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,src\foundation\src\PDFsharp\features\PdfSharp.Features\PdfSharp.Features.csproj,File,src\foundation\src\PDFsharp\features\PdfSharp.Features\PdfSharp.Features.csproj,,,,,,,,Current target framework: net8.0;netstandard2.0 Recommended target framework: net8.0;netstandard2.0;net10.0
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,src\foundation\src\PDFsharp\features\PdfSharp.Features.Runner\PdfSharp.Features.Runner.csproj,File,src\foundation\src\PDFsharp\features\PdfSharp.Features.Runner\PdfSharp.Features.Runner.csproj,,,,,,,,Current target framework: net8.0;net462 Recommended target framework: net8.0;net462;net10.0
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,src\foundation\src\PDFsharp\features\PDFsharp.Features.Runner-gdi\PDFsharp.Features.Runner-gdi.csproj,File,src\foundation\src\PDFsharp\features\PDFsharp.Features.Runner-gdi\PDFsharp.Features.Runner-gdi.csproj,,,,,,,,Current target framework: net8.0-windows;net462 Recommended target framework: net8.0-windows;net462;net10.0--windows;net10.0
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,src\foundation\src\PDFsharp\features\PDFsharp.Features.Runner-wpf\PDFsharp.Features.Runner-wpf.csproj,File,src\foundation\src\PDFsharp\features\PDFsharp.Features.Runner-wpf\PDFsharp.Features.Runner-wpf.csproj,,,,,,,,Current target framework: net8.0-windows;net462 Recommended target framework: net8.0-windows;net462;net10.0-windows
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,src\foundation\src\PDFsharp\features\PDFsharp.Features-gdi\PDFsharp.Features-gdi.csproj,File,src\foundation\src\PDFsharp\features\PDFsharp.Features-gdi\PDFsharp.Features-gdi.csproj,,,Microsoft.Extensions.Logging.Console 8.0.1,,,,,"Microsoft.Extensions.Logging.Console, 8.0.1  Recommendation:  Remove Microsoft.Extensions.Logging.Console, and replace with new package Microsoft.Extensions.Logging.Console 10.0.2"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,src\foundation\src\PDFsharp\features\PDFsharp.Features-gdi\PDFsharp.Features-gdi.csproj,File,src\foundation\src\PDFsharp\features\PDFsharp.Features-gdi\PDFsharp.Features-gdi.csproj,,,,,,,,Current target framework: net8.0-windows;net462 Recommended target framework: net8.0-windows;net462;net10.0--windows;net10.0
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,src\foundation\src\PDFsharp\features\PDFsharp.Features-wpf\PDFsharp.Features-wpf.csproj,File,src\foundation\src\PDFsharp\features\PDFsharp.Features-wpf\PDFsharp.Features-wpf.csproj,,,Microsoft.Extensions.Logging.Console 8.0.1,,,,,"Microsoft.Extensions.Logging.Console, 8.0.1  Recommendation:  Remove Microsoft.Extensions.Logging.Console, and replace with new package Microsoft.Extensions.Logging.Console 10.0.2"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,src\foundation\src\PDFsharp\features\PDFsharp.Features-wpf\PDFsharp.Features-wpf.csproj,File,src\foundation\src\PDFsharp\features\PDFsharp.Features-wpf\PDFsharp.Features-wpf.csproj,,,,,,,,Current target framework: net8.0-windows;net462 Recommended target framework: net8.0-windows;net462;net10.0-windows
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,src\foundation\src\shared\src\PdfSharp.Fonts\PdfSharp.Fonts.csproj,File,src\foundation\src\shared\src\PdfSharp.Fonts\PdfSharp.Fonts.csproj,,,Microsoft.Extensions.Logging.Abstractions 8.0.3,,,,,"Microsoft.Extensions.Logging.Abstractions, 8.0.3  Recommendation:  Remove Microsoft.Extensions.Logging.Abstractions, and replace with new package Microsoft.Extensions.Logging.Abstractions 10.0.2"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,src\foundation\src\shared\src\PdfSharp.Fonts\PdfSharp.Fonts.csproj,File,src\foundation\src\shared\src\PdfSharp.Fonts\PdfSharp.Fonts.csproj,,,,,,,,Current target framework: net8.0;net9.0;net10.0;netstandard2.0 Recommended target framework: net8.0;net9.0;net10.0;netstandard2.0;net10.0
NuGet.0005,NuGet package is deprecated,Active,Optional,1,src\foundation\src\shared\tests\PdfSharp.Fonts.Test\PdfSharp.Fonts.Test.csproj,File,src\foundation\src\shared\tests\PdfSharp.Fonts.Test\PdfSharp.Fonts.Test.csproj,,,Xunit.Core 2.9.3,,,,,"Xunit.Core, 2.9.3  Recommendation:  Guide for migrating from xUnit.net v2 to v3: https://xunit.net/docs/getting-started/v3/migration Remove Xunit.Core, and replace with new package Xunit.Core, 2.9.3"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,src\foundation\src\shared\tests\PdfSharp.Fonts.Test\PdfSharp.Fonts.Test.csproj,File,src\foundation\src\shared\tests\PdfSharp.Fonts.Test\PdfSharp.Fonts.Test.csproj,,,,,,,,Current target framework: net8.0;net462 Recommended target framework: net8.0;net462;net10.0
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,src\foundation\src\shared\testapps\PdfSharp.Fonts.TestApp\PdfSharp.Fonts.TestApp.csproj,File,src\foundation\src\shared\testapps\PdfSharp.Fonts.TestApp\PdfSharp.Fonts.TestApp.csproj,,,Microsoft.Extensions.Logging.Console 8.0.1,,,,,"Microsoft.Extensions.Logging.Console, 8.0.1  Recommendation:  Remove Microsoft.Extensions.Logging.Console, and replace with new package Microsoft.Extensions.Logging.Console 10.0.2"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,src\foundation\src\shared\testapps\PdfSharp.Fonts.TestApp\PdfSharp.Fonts.TestApp.csproj,File,src\foundation\src\shared\testapps\PdfSharp.Fonts.TestApp\PdfSharp.Fonts.TestApp.csproj,,,,,,,,Current target framework: net8.0;net9.0;net10.0;net462 Recommended target framework: net8.0;net9.0;net10.0;net462;net10.0
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,src\foundation\nuget\src\PDFsharp.NuGet\PDFsharp.NuGet.csproj,File,src\foundation\nuget\src\PDFsharp.NuGet\PDFsharp.NuGet.csproj,,,,,,,,Current target framework: net8.0;net9.0;net10.0;netstandard2.0 Recommended target framework: net8.0;net9.0;net10.0;netstandard2.0;net10.0
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,src\foundation\nuget\src\PDFsharp.NuGet-gdi\PDFsharp.NuGet-gdi.csproj,File,src\foundation\nuget\src\PDFsharp.NuGet-gdi\PDFsharp.NuGet-gdi.csproj,,,,,,,,Current target framework: net8.0-windows;net9.0-windows;net10.0-windows;net462 Recommended target framework: net8.0-windows;net9.0-windows;net10.0-windows;net462;net10.0--windows;net10.0
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,src\foundation\nuget\src\PDFsharp.NuGet-wpf\PDFsharp.NuGet-wpf.csproj,File,src\foundation\nuget\src\PDFsharp.NuGet-wpf\PDFsharp.NuGet-wpf.csproj,,,,,,,,Current target framework: net8.0-windows;net9.0-windows;net10.0-windows;net462 Recommended target framework: net8.0-windows;net9.0-windows;net10.0-windows;net462;net10.0--windows;net10.0
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,src\foundation\src\shared\src\PdfSharp.Quality\PdfSharp.Quality.csproj,File,src\foundation\src\shared\src\PdfSharp.Quality\PdfSharp.Quality.csproj,,,,,,,,Current target framework: net8.0;net9.0;net10.0;netstandard2.0 Recommended target framework: net8.0;net9.0;net10.0;netstandard2.0;net10.0
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,src\foundation\src\shared\src\PdfSharp.Quality-gdi\PdfSharp.Quality-gdi.csproj,File,src\foundation\src\shared\src\PdfSharp.Quality-gdi\PdfSharp.Quality-gdi.csproj,,,,,,,,Current target framework: net8.0-windows;net9.0-windows;net10.0-windows;net462 Recommended target framework: net8.0-windows;net9.0-windows;net10.0-windows;net462;net10.0--windows;net10.0
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,src\foundation\src\shared\src\PdfSharp.Quality-wpf\PdfSharp.Quality-wpf.csproj,File,src\foundation\src\shared\src\PdfSharp.Quality-wpf\PdfSharp.Quality-wpf.csproj,,,,,,,,Current target framework: net8.0-windows;net9.0-windows;net10.0-windows;net462 Recommended target framework: net8.0-windows;net9.0-windows;net10.0-windows;net462;net10.0-windows
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,src\foundation\src\shared\src\PdfSharp.Shared\PdfSharp.Shared.csproj,File,src\foundation\src\shared\src\PdfSharp.Shared\PdfSharp.Shared.csproj,,,Microsoft.Extensions.Logging.Abstractions 8.0.3,,,,,"Microsoft.Extensions.Logging.Abstractions, 8.0.3  Recommendation:  Remove Microsoft.Extensions.Logging.Abstractions, and replace with new package Microsoft.Extensions.Logging.Abstractions 10.0.2"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,src\foundation\src\shared\src\PdfSharp.Shared\PdfSharp.Shared.csproj,File,src\foundation\src\shared\src\PdfSharp.Shared\PdfSharp.Shared.csproj,,,,,,,,Current target framework: net8.0;net9.0;net10.0;netstandard2.0 Recommended target framework: net8.0;net9.0;net10.0;netstandard2.0;net10.0
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,src\foundation\src\shared\src\PdfSharp.Snippets\PdfSharp.Snippets.csproj,File,src\foundation\src\shared\src\PdfSharp.Snippets\PdfSharp.Snippets.csproj,,,System.Security.Cryptography.Pkcs 8.0.1,,,,,"System.Security.Cryptography.Pkcs, 8.0.1  Recommendation:  Remove System.Security.Cryptography.Pkcs, and replace with new package System.Security.Cryptography.Pkcs 10.0.2"
